Store Name (EN),Store Name (AR),Reason Not Eligible,Industry,Potential,Potential Score,Website,Emails,Phone Numbers,WhatsApp,Instagram,Twitter/X,TikTok,Snapchat,Categories,Online Presence,On Tabby,On Tamara,Tabby Directory Link,BNPL Services,Website Status,Description
AL-AHMADI MEDICAL COMPLEX,مجمع الأحمدي الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/AL-AHMADI-MEDICAL-COMPLEX-018cafac-a3ba-532b-879a-335d71faf6f0,"paymentLink, split-in-4",no website,
Al-Haqbani Medical Complex,مجمع الحقباني الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Al-Haqbani-Medical-Complex-0189a5d1-c37f-d231-9b9d-0bcd2f79186c,"paymentLink, split-in-4",no website,
Al-Raqoun Medical Complex,مجمع الراقون الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Al-Raqoun-Medical-Complex-018aa22b-51ae-3aff-0412-31c768d5325a,"paymentLink, split-in-4",no website,
Al-Ziyad Veterinary Clinic,عيادة الزياد البيطرية,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Al-Ziyad-Veterinary-Clinic-018d63c3-d307-016c-bae9-929d93e21a5a,"paymentLink, split-in-4",no website,
AlAshery Clinc,AlAshery Clinc,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/AlAshery-Clinc-018952c4-7842-cc53-a9ea-1d5495a8f947,"paymentLink, split-in-4",no website,
alenad dental complx,مجمع العناد الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/alenad-dental-complx-0189fd30-c36b-9502-5683-8d9d4eb18652,"paymentLink, split-in-4",no website,
aletqan trading establishment,مؤسسة الاتقان للتجارة,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/aletqan-trading-establishment-018ced47-8a7b-45ec-c8d7-19374a2c2c47,"paymentLink, split-in-4",no website,
Alfadelyah Medical Center,Alfadelyah Medical Center,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Alfadelyah-Medical-Center-018d9c98-9cfa-3a32-0e03-61105a227461,"paymentLink, split-in-4",no website,
ALKALEMA KLINIC,ALKALEMA KLINIC,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/ALKALEMA-KLINIC-018953fb-5933-ad04-ffff-a387fc0586f2,"paymentLink, split-in-4",no website,
Alkenan Dental and Orthodontic Center,Alkenan Dental and Orthodontic Center,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Alkenan-Dental-and-Orthodontic-Center-01895286-8d2d-581e-6b49-8e22724bb921,"paymentLink, split-in-4",no website,
Alkhibrat Alwafiya Dental clinic,Alkhibrat Alwafiya Dental clinic,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Alkhibrat-Alwafiya-Dental-clinic-018952c8-502f-7e98-29e5-d1442fc0bd1c,"paymentLink, split-in-4",no website,
Alkhuraef Medical complex,Alkhuraef Medical complex,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Alkhuraef-Medical-complex-018952c3-6eb8-e362-9fb4-a5cb6d341558,"paymentLink, split-in-4",no website,
Alma Travel and Tourism,Alma Travel and Tourism,Travel & tourism services,Travel & Tourism,Low,0,,,,,,,,,Travel,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Alma-Travel-and-Tourism-0189530a-96c1-12b7-b2c8-5aa635d83053,"paymentLink, split-in-4",no website,
Almadar Medical Dental,Almadar Medical Dental,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Almadar-Medical-Dental-018953ee-edf0-654c-5ee7-447532b6c45b,"paymentLink, split-in-4",no website,
almadinah poly clinic,مجمع المدينه الطبي العام,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/almadinah-poly-clinic-018a5b2c-9a11-07d8-ff12-bcebb2f801fe,"paymentLink, split-in-4",no website,
Almahed smile dental clinic,Almahed smile dental clinic,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Almahed-smile-dental-clinic-0189534d-ac0c-5298-902c-f19ff617539c,"paymentLink, split-in-4",no website,
Almas dental,Almas dental,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Almas-dental-018953bf-ead5-4a0c-6bd7-60332b4d3fa2,"paymentLink, split-in-4",no website,
Almasia optical,الاصدقاء الماسية للبصريات,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Almasia-optical-018c8b68-9430-8702-c925-eaf6fd348fa4,"paymentLink, split-in-4",no website,
Almoneer smile Medical specialist company,شركة مجمع إبتسامة المنير الطبي المتخصص,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Almoneer-smile-Medical-specialist-company-018b7a35-5152-9066-2f1a-c42859665219,"paymentLink, split-in-4",no website,
Almustawsaf Medical center,Almustawsaf Medical center,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Almustawsaf-Medical-center-01895393-e9c2-3432-98be-05113f87fa3f,"paymentLink, split-in-4",no website,
ALMUTAMAIZOON,المتميزون,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/ALMUTAMAIZOON-018de9d6-114e-e711-04e3-b8567921c019,"paymentLink, split-in-4",no website,
Alodael A/C Project,Alodael A/C Project,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Alodael-AC-Project-018e5bcc-00cc-bb4d-633c-fe20bf33379c,"paymentLink, split-in-4",no website,
Alrabwah medical center,مركز الربوة الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Alrabwah-medical-center-018b7f56-8d51-fbd1-3af9-6d52917a9588,"paymentLink, split-in-4",no website,
Alshate,الشاطيء لصيانة السيارات,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Alshate-018bf609-7ab1-cd6e-b0a5-91ccd3d17a12,"paymentLink, split-in-4",no website,
Alsubhi clinics,Alsubhi clinics,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Alsubhi-clinics-01895380-f5a7-2f49-a082-0b739642b5be,"paymentLink, split-in-4",no website,
Altamayz general medical center,مجمع التميز الطبي العام,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Altamayz-general-medical-center-018ad082-2096-d19e-5e06-c2710d908101,"paymentLink, split-in-4",no website,
ALwasit Modern Specialized Medical Complex,مجمع الواسط الحديث الطبي المتخصص,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/ALwasit-Modern-Specialized-Medical-Complex-018b19b5-ddda-ffea-a49f-189c08e8efc8,"paymentLink, split-in-4",no website,
alzibrij for decoration,الزبرج للديكور,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/alzibrij-for-decoration-018d73eb-f7ab-0cbb-d07d-255c8800699a,"paymentLink, split-in-4",no website,
AMAALI PLUMBING & ELECTRICITY,امالي للسباكة و الكهرباء,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/AMAALI-PLUMBING-and-ELECTRICITY-018c8b9d-ce54-9437-e783-39634f44d348,"paymentLink, split-in-4",no website,
Amwaj Gulf Summit Maintenance and Cleaning Est,Amwaj Gulf Summit Maintenance and Cleaning Est,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Amwaj-Gulf-Summit-Maintenance-and-Cleaning-Est-018aa76d-036b-e06b-778f-b839dd1b0834,"paymentLink, split-in-4",no website,
ANAMEL,مؤسسة انامل المحاسبية,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/ANAMEL-018bf6b4-360d-c406-fd71-0867f747a6b1,"paymentLink, split-in-4",no website,
Aqeel Alodayli Educational Company,شركة عقيل العديلي التعليمية,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Aqeel-Alodayli-Educational-Company-018d2b8f-9c5e-afa8-85d0-7c2c3098870e,"paymentLink, split-in-4",no website,
Arak Dental Center,Arak Dental Center,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Arak-Dental-Center-018952a7-731c-e339-4d51-47d27e7c2d28,"paymentLink, split-in-4",no website,
Arqam VIP,Arqam VIP,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Arqam-VIP-018952d6-7fb9-7d05-ee38-5db73715af46,"paymentLink, split-in-4",no website,
Art plus for decoration,ارت بلس للديكور,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Art-plus-for-decoration-018e085c-90a2-1c53-cc88-23abbc24130c,"paymentLink, split-in-4",no website,
Art Wave Foundation for upholstery,مؤسسة موج الفن للتنجيد,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Art-Wave-Foundation-for-upholstery-0189b681-d8c7-1123-9c50-1abdcecac5d4,"paymentLink, split-in-4",no website,
asdaf clean,اصداف كلين,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/asdaf-clean-018d1162-c8a1-ac18-873a-a683bc7853c0,"paymentLink, split-in-4",no website,
asheri poly clinic,مجمع  العشيرى الطبى بالقوز,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/asheri-poly-clinic-018aea36-052a-eae5-fbce-670983bca78e,"paymentLink, split-in-4",no website,
Aysh Academy,Aysh Academy,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Aysh-Academy-0190d4b8-a2c3-69be-7bff-78ea78a2bd34,"paymentLink, split-in-4",no website,
BADR CLINIC,BADR CLINIC,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/BADR-CLINIC-01895250-06e9-f93d-a836-fb1d7f0c5ea7,"paymentLink, split-in-4",no website,
Badr Nasser Al-Mesaieed Medical Company,Badr Nasser Al-Mesaieed Medical Company,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Badr-Nasser-Al-Mesaieed-Medical-Company-01904966-0509-85e8-d4e8-a76d4a1f1d7e,"paymentLink, split-in-4",no website,
Basbat Alyaqout,بسمة الياقوت الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Basbat-Alyaqout-018c7d5f-dfcd-b31c-6bb8-1e79d0bca35c,"paymentLink, split-in-4",no website,
Bazmin clinic,عيادة البازمين البيطرية,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Bazmin-clinic-018c44d3-2315-f1d0-bd73-757f8a1081b3,"paymentLink, split-in-4",no website,
Beauty Secrets Clinics Complex,Beauty Secrets Clinics Complex,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Beauty-Secrets-Clinics-Complex-0189544c-9ed3-2904-aee6-4e59095220f1,"paymentLink, split-in-4",no website,
best care,best care,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/best-care-018ce8f9-d683-a683-13c7-23eaf2779dab,"paymentLink, split-in-4",no website,
Best doctors clinics,عيادات الاطباء الافضل,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Best-doctors-clinics-018b230d-342e-3526-0038-6c333985bf09,"paymentLink, split-in-4",no website,
biohouse lab,biohouse lab,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/biohouse-lab-018dd04e-5f71-8516-4b57-9ae5cb33216d,"paymentLink, split-in-4",no website,
Blazma Labs,Blazma Labs,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Blazma-Labs-018dd04a-7603-8e90-55c4-eec056784772,"paymentLink, split-in-4",no website,
,BLOCKS,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/mkabat-018aac80-7d53-81be-7d1e-8f865e25c813,"paymentLink, split-in-4",no website,
Blue field medical complex,Blue field medical complex,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Blue-field-medical-complex-01895432-9692-f00b-e80e-f27c55038c33,"paymentLink, split-in-4",no website,
bright Butterfly Hospitality Center for children,مركز فراشاتي المضيئة لضيافة الاطفال,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/bright-Butterfly-Hospitality-Center-for-children-0189edb7-bfc4-51c8-9247-b31da6931d24,"paymentLink, split-in-4",no website,
Building materials,دروب المتحدة لمواد البناء,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Building-materials-0189caf1-3ff1-7474-64a2-520418ee58cc,"paymentLink, split-in-4",no website,
CAR VIP,CAR VIP,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/CAR-VIP-018d698a-0239-498b-ac02-89fb29abdef1,"paymentLink, split-in-4",no website,
Carcare Alqassim,كاركير القصيم,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Carcare-Alqassim-0189b5d8-0a4f-d7f5-4069-86ad6ec24068,"paymentLink, split-in-4",no website,
Celestolite,Celestolite,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Celestolite-018950f6-d921-2cbd-d78a-79db0ac14d25,"paymentLink, qrFlow, split-in-4",no website,
Cherry Tree Daycare Center,مركز شجرة الكرز,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Cherry-Tree-Daycare-Center-0189f7df-4809-be0f-eaa4-affe915a6107,"paymentLink, split-in-4",no website,
ChildWill Pediatric Therapy Center,ChildWill Pediatric Therapy Center,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/ChildWill-Pediatric-Therapy-Center-01895352-12db-211b-7622-c21d2fde6830,"paymentLink, split-in-4",no website,
Chuck E Cheese,Chuck E Cheese,Entertainment / leisure services,Entertainment & Leisure,Low,0,,,,,,,,,Entertainment,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Chuck-E-Cheese-018dd5c0-30b2-487d-9c37-0c5b8ee750d4,"paymentLink, split-in-4",no website,
CLEAN CAR,كلين كار,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/CLEAN-CAR-0189bb03-3b6d-cea0-de19-4c9dc3dc0685,"paymentLink, split-in-4",no website,
Consultants for Dental and ENT,الالستشاريون للاذن والانف والحنجرة,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Consultants-for-Dental-and-ENT-01892a93-8a03-8584-6012-18d1089c6762,"paymentLink, split-in-4",no website,
Creative Leaders,مركز القادة المبدعون,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Creative-Leaders-018dda74-a2ce-2b51-3939-f82b5e50bd95,"paymentLink, split-in-4",no website,
Dabab Physicals Therapy Center,مركز الضباب للعلاج الطبيعي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Dabab-Physicals-Therapy-Center-018ab18f-60c4-dac0-a35f-b673b56cc7c4,"paymentLink, split-in-4",no website,
Dar Al ELaj Clinics,مجمع عيادات دار العلاج,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Dar-Al-ELaj-Clinics-018c3917-c188-918c-0cde-e13b4290a8c7,"paymentLink, split-in-4",no website,
darat alkendy dental polyclinic,darat alkendy dental polyclinic,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/darat-alkendy-dental-polyclinic-0189543c-8a84-b6a4-c07d-57a146bccf21,"paymentLink, split-in-4",no website,
dental avenue medical complex,dental avenue medical complex,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/dental-avenue-medical-complex-018c8b72-2fde-cce5-96f4-cbeee5840863,"paymentLink, split-in-4",no website,
Dentocare,Dentocare,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,Unknown,Yes,,https://tabby.sa/en-SA/shop/stores/Dentocare-01895345-7209-281e-2fad-1ede67a7e44d,,no website,
diamond coral dental clinic,diamond coral dental clinic,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/diamond-coral-dental-clinic-018952a3-9a1d-b43e-91f9-ade30898594f,"paymentLink, split-in-4",no website,
Dr. Alaa Abunab Polyclinic,عيادات د/آلاء أبوناب الطبية,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Dr.-Alaa-Abunab-Polyclinic-018ce810-8c1b-86dc-aafd-575b45e1df14,"paymentLink, split-in-4",no website,
Dr. Ali Al Shehri Medical Complex,مجمع الدكتور علي الشهري الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Dr.-Ali-Al-Shehri-Medical-Complex-018c772e-7885-f891-d4ac-08c04741387d,"paymentLink, split-in-4",no website,
Dr. Ali Saleh Dental,مجمع الدكتور علي صالح لطب الاسنان,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Dr.-Ali-Saleh-Dental-018c8b75-236b-14b1-5020-ff69ee98bec2,"paymentLink, split-in-4",no website,
Dr. Eman Specilaist Medical Complex,Dr. Eman Specilaist Medical Complex,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Dr.-Eman-Specilaist-Medical-Complex-01895313-e9a6-abc1-62cf-88366143da25,"paymentLink, split-in-4",no website,
Dr. Khalid Al Ateeq Dental Clinic,عيادات د. خالد العتيق لطب الأسنان,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Dr.-Khalid-Al-Ateeq-Dental-Clinic-018a16c6-ede8-9de0-1156-2a82969d7863,"paymentLink, split-in-4",no website,
Dr.Ibrahim Zolaly Polyclinics,Dr.Ibrahim Zolaly Polyclinics,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Dr.Ibrahim-Zolaly-Polyclinics-01895445-2e27-79ab-c8ef-cd7c1816696f,"paymentLink, split-in-4",no website,
DROOB,DROOB,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/DROOB-01895169-63c2-5d4e-4c14-79bfee35de6a,"paymentLink, split-in-4",no website,
Durt Almeshary Policlinic,Durt Almeshary Policlinic,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Durt-Almeshary-Policlinic-018e5bc7-567d-2d19-72cd-873618a8e4ca,"paymentLink, split-in-4",no website,
Eastern Tamkeen Company,Eastern Tamkeen Company,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Eastern-Tamkeen-Company-0189534b-66e7-aae8-54c5-873b3eaf9001,"paymentLink, split-in-4",no website,
Eayid Store,Eayid Store,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,Unknown,Yes,,https://tabby.sa/en-SA/shop/stores/Eayid-Store-018e0338-1dfa-49fc-5e7a-bb74018cc617,,no website,
Ebsar Eyes Center,Ebsar Eyes Center,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Ebsar-Eyes-Center-018953b5-80a6-bd56-463d-6a7fdbd34c7e,"paymentLink, split-in-4",no website,
EDUHUB MANAGEMENT CONSULTANCIES CO.,EDUHUB MANAGEMENT CONSULTANCIES CO.,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/EDUHUB-MANAGEMENT-CONSULTANCIES-CO.-018fecd9-d6dd-bec8-0f15-ab942ea0cb84,"paymentLink, split-in-4",no website,
Effect Doctors London Medical Company,Effect Doctors London Medical Company,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Effect-Doctors-London-Medical-Company-018d5e3d-ffaa-8606-4d54-7dae40cbba4b,"paymentLink, split-in-4",no website,
ejaz altndhef,إيجاز التنظيف,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/ejaz-altndhef-018c38cf-c777-aa4d-6190-8b21e609fd44,"paymentLink, split-in-4",no website,
Elite Al Bayan Maintenance and Cleaning,نخبة البيان للصيانه والنظافة,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Elite-Al-Bayan-Maintenance-and-Cleaning-018d0791-3bc4-1ddf-18cd-3ef805fe59cc,"paymentLink, split-in-4",no website,
elite dental clinic,مجمع النخبة كلينك لطب الأسنان,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/elite-dental-clinic-018caa64-0fa2-fdec-5b9a-7c9ad306ed5c,"paymentLink, split-in-4",no website,
ELM ALRAZI MEDICAL COMPLEX,ELM ALRAZI MEDICAL COMPLEX,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/ELM-ALRAZI-MEDICAL-COMPLEX-018e083a-6081-2bc5-75f6-0723c247ac38,"paymentLink, split-in-4",no website,
Elsumo medical Rehabilitation center,مركز إلسمو للتاهيل والعلاج الطبيعي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Elsumo-medical-Rehabilitation-center-018ad057-55fa-3ec8-3ded-37b96fd678fd,"paymentLink, split-in-4",no website,
